#stream_file,packet_series_counter,packet_number,packet_time_relative,packet_tcp_stream,packet_header_data,packet_type,decryption_key_milliseconds,decryption_key_depth,decryption_key
ddpkg/stream28-pawnrequest-jobtraining-marked.pcapng,4,111958,9525.727686000,65,16b43e0d2f3f1bb50946746472800bc5,game,,,
ddpkg/stream29-marked.pcapng,0,22,2.897954000,1,6dc944afce72d3053398c9e543d78400,login,,,
ddpkg/stream29-marked.pcapng,1,841,85.842642000,5,c3f7bab87161fe6bd53efee889d0598f,login,,,
ddpkg/stream29-marked.pcapng,2,2609,418.777037000,9,f582223fafa6db1e963124dc31440157,login,,,
ddpkg/stream29-marked.pcapng,0,2721,430.224727000,10,6170349fae514e2894ecaf951a89920e,game-select,,,
ddpkg/stream29-marked.pcapng,1,135,16.231001000,2,a8be365c0839b9d782f8fbcc20bb7d7a,game-select,,,
ddpkg/stream29-marked.pcapng,2,951,93.012508000,6,ede7c0f16e8a725123ad7a12bd33cce2,game-select,,,
ddpkg/stream29-marked.pcapng,0,2830,437.616007000,11,1f02665386adff84a515ba7618a3fb32,game,,,
ddpkg/stream29-marked.pcapng,1,245,23.940428000,3,b8eb649bb8a6f7da02ae6c29d8fe83bd,game,,,
ddpkg/stream29-marked.pcapng,2,1066,103.848637000,7,3986886bfc9f4ce1ae1e5fb7dde82339,game,,,
ddpkg/stream3-party-experiments-marked.pcapng,0,11970,121.664493000,45,371d3283a0a09d14bb35cbb004e5f707,login,2393,666,Bgun9EAmPhyxYs5z_6B6_ZYOfe1Fzzt4
ddpkg/stream3-party-experiments-marked.pcapng,1,13468,311.256183000,49,793fef1d1a97001bf829288eb8576d10,login,,,
ddpkg/stream3-party-experiments-marked.pcapng,0,12075,130.725276000,46,0bfabe1b0f3d126d98c923dd0a7c2a2d,game-select,2393,1961,NvIY0Jci4iVmqs67Kgnm6XcMvYg03wI4
ddpkg/stream3-party-experiments-marked.pcapng,1,13575,319.589549000,50,e001ff4cfcc6c1db14ab510683b77263,game-select,,,
ddpkg/stream3-party-experiments-marked.pcapng,0,12165,138.704534000,47,0189087745144a6e6c39e52b223a19c9,game,2393,2309,s5-2GHMs5pv_7-K17YW79i8HFKFX9fa6
ddpkg/stream3-party-experiments-marked.pcapng,1,13667,329.923465000,51,9ab53bbfa657d911386715d5be77646f,game,,,
ddpkg/stream3-party-experiments-marked.pcapng,2,25754,1400.250939000,61,3c3c706d4f475ab48c71c39772e57481,game,,,
ddpkg/stream30-bbm-marked.pcapng,0,22,2.654972000,1,c9be829ba82ff9c6562d7dace6271ca5,login,,,
ddpkg/stream30-bbm-marked.pcapng,1,1098,64.770058000,5,e3b855e6f9bb4bd12da1c6fe4435c4ae,login,,,
ddpkg/stream30-bbm-marked.pcapng,2,3622,272.456579000,9,73bacefd538daee7e77b6275abea0f75,login,,,
ddpkg/stream30-bbm-marked.pcapng,0,3729,279.864920000,10,b6ad2a7ecfdee9069bd68c42bc80f4d1,game-select,,,
ddpkg/stream30-bbm-marked.pcapng,1,132,12.553283000,2,7aaa9bd5be355539df0d867538da9ec0,game-select,,,
ddpkg/stream30-bbm-marked.pcapng,2,1207,72.308622000,6,68aae18f646b48fcc526ed753d4c41f5,game-select,,,
ddpkg/stream30-bbm-marked.pcapng,0,3838,287.466307000,11,d24ab14b536289a5311429a6ea364a48,game,,,
ddpkg/stream30-bbm-marked.pcapng,1,244,19.955407000,3,f339ec29953cf28140ab5274ebfe2cdf,game,,,
ddpkg/stream30-bbm-marked.pcapng,2,1318,81.741312000,7,bf912a1a2a9d3b20d9cd7ac7f963f9f9,game,,,
ddpkg/stream31-loginfail-marked.pcapng,0,22,3.208244000,1,c74b6b8e669e5b418964bbdcf3ba5937,login,,,
ddpkg/stream31-loginfail-marked.pcapng,1,9961,161.440461000,11,7368c5a09f87d765d2dfc909c1031a5d,login,4062,1069,nekb8xlr80ClRHpteRPdnj1JMO78FyCz
ddpkg/stream31-loginfail-marked.pcapng,2,10766,225.713864000,15,ab5abdd6f7c9f72958bb7a8225f09b4d,login,,,
ddpkg/stream31-loginfail-marked.pcapng,3,12477,483.651915000,19,2303e8b0038584cf6c76289be88bb0f1,login,,,
ddpkg/stream31-loginfail-marked.pcapng,0,10072,173.586713000,12,882e2cfdfda4b26367139fb81ad56dd7,game-select,4062,2515,sPlJAPKQTasMqAcVPLud_aAr0fs7UBNH
ddpkg/stream31-loginfail-marked.pcapng,1,10874,233.842056000,16,31672f9a352090d9e7a1af78d4e9f600,game-select,,,
ddpkg/stream31-loginfail-marked.pcapng,2,12585,492.844955000,20,2a5e135716dbd5105da256cec8194ccd,game-select,,,
ddpkg/stream31-loginfail-marked.pcapng,0,10183,181.920573000,13,4369cebe466dbaf151c4c0af1481fcef,game,4062,2857,_9Ruwg19lW72tusBWjNBmm2ZzwNCC_dV
ddpkg/stream31-loginfail-marked.pcapng,1,10986,243.007558000,17,8bd49504fd89c6342b72ab315abf11cc,game,,,
ddpkg/stream31-loginfail-marked.pcapng,2,12693,500.680597000,21,5a6af86cc1aaf9f03f7f3390dc5d54f3,game,,,
ddpkg/stream32-marked.pcapng,0,22,2.375709000,1,abe9794da1629a530169b99a2936e151,login,,,
ddpkg/stream32-marked.pcapng,1,812,66.932918000,5,208072922a6ae707c5ea96308e423e3e,login,,,
ddpkg/stream32-marked.pcapng,2,3006,322.254638000,9,a85796bf68b5d090aeac558ab258dc07,login,,,
ddpkg/stream32-marked.pcapng,0,3113,331.581336000,10,035df4f68867f935094781751a9a48cb,game-select,,,
ddpkg/stream32-marked.pcapng,1,132,13.574271000,2,08886b67de7d2ba4baee3e22cebbf9fc,game-select,,,
ddpkg/stream32-marked.pcapng,2,921,74.558058000,6,40c6692715c93b0db928d4a533d9dbba,game-select,,,
ddpkg/stream32-marked.pcapng,0,3221,339.385513000,11,6bb95e6ffd0f61b1f1c909aeecd7de76,game,,,
ddpkg/stream32-marked.pcapng,1,243,21.025369000,3,fbfacf315883cf0e4dd2108183201d10,game,,,
ddpkg/stream32-marked.pcapng,2,1033,83.793183000,7,1dcd78d40e23ab13e8888b4531e47e99,game,,,
ddpkg/stream33-custommade-marked.pcapng,0,22,2.742400000,1,b9f819c106ee8d42b9c94bee42cd68f3,login,,,
ddpkg/stream33-custommade-marked.pcapng,1,846,64.124421000,5,d24faf405294d3fd5c0e850710ac262d,login,,,
ddpkg/stream33-custommade-marked.pcapng,2,2255,241.035073000,9,ebf0f4512313a1171cd7623f146ffbf5,login,,,
ddpkg/stream33-custommade-marked.pcapng,0,2367,257.235112000,10,15cf7f693a04a517c931032339aadf97,game-select,,,
ddpkg/stream33-custommade-marked.pcapng,1,130,11.012233000,2,4b8fcf42f27c21142796e5a5941ed695,game-select,,,
ddpkg/stream33-custommade-marked.pcapng,2,954,73.960779000,6,8b0484e69e9a21f919782d52d5cc5ec2,game-select,,,
ddpkg/stream33-custommade-marked.pcapng,0,2477,264.208779000,11,7fb8982d24be13210ddf11012d823909,game,,,
ddpkg/stream33-custommade-marked.pcapng,1,241,18.667003000,3,c894382db8672789532fe76c9877d9c2,game,,,
ddpkg/stream33-custommade-marked.pcapng,2,1068,83.029243000,7,4f55eaeb7cc0a128e5be464048826f2a,game,,,
ddpkg/stream34-skillaugmentunlock-emblemstone-gg-augment-marked.pcapng,0,2507,365.441097000,10,d6d5383897167b6e47b9a32a541b1d4b,login,,,
ddpkg/stream34-skillaugmentunlock-emblemstone-gg-augment-marked.pcapng,1,64846,7918.358473000,14,a5f936d79716cc12903e5d94349e0cb1,login,,,
ddpkg/stream34-skillaugmentunlock-emblemstone-gg-augment-marked.pcapng,2,67613,8272.490619000,18,9fc0d4b6f40790cc922c054919100531,login,,,
ddpkg/stream34-skillaugmentunlock-emblemstone-gg-augment-marked.pcapng,3,31,3.410660000,2,a5908d728c81f9f64a9f21eefadc3efb,login,,,
ddpkg/stream34-skillaugmentunlock-emblemstone-gg-augment-marked.pcapng,4,68385,8329.387028000,21,dfe4deef9d5e520a05f48d9b8d01ce02,login,,,
ddpkg/stream34-skillaugmentunlock-emblemstone-gg-augment-marked.pcapng,5,747,69.429129000,6,69bd32c81264238b164fa7e145be9980,login,,,
ddpkg/stream34-skillaugmentunlock-emblemstone-gg-augment-marked.pcapng,0,2616,376.846525000,11,ab53aabc68b55c5f500492e29ed7f688,game-select,,,
ddpkg/stream34-skillaugmentunlock-emblemstone-gg-augment-marked.pcapng,1,64954,7926.989549000,15,b6476033aa8f1eec9c74cfd2c89400f5,game-select,,,
ddpkg/stream34-skillaugmentunlock-emblemstone-gg-augment-marked.pcapng,2,67721,8279.647497000,19,0e0fcb64b57cc3924ea96ddd1b8c7ff8,game-select,,,
ddpkg/stream34-skillaugmentunlock-emblemstone-gg-augment-marked.pcapng,3,68493,8337.622641000,22,d26e497cecf435aca3e898068ae0ff13,game-select,,,
ddpkg/stream34-skillaugmentunlock-emblemstone-gg-augment-marked.pcapng,4,139,11.561424000,3,9dc98043c196c0f4ac68868d61467dfc,game-select,,,
ddpkg/stream34-skillaugmentunlock-emblemstone-gg-augment-marked.pcapng,5,857,79.556039000,7,2cc64bc2191ec38eb3a678ebb5b53a56,game-select,,,
ddpkg/stream34-skillaugmentunlock-emblemstone-gg-augment-marked.pcapng,0,2726,385.070630000,12,dfce3f33ef0447f34a5dc989f056da17,game,,,
ddpkg/stream34-skillaugmentunlock-emblemstone-gg-augment-marked.pcapng,1,65066,7935.025304000,16,30a4d8839f86c576565e24589fd2c6cf,game,,,
ddpkg/stream34-skillaugmentunlock-emblemstone-gg-augment-marked.pcapng,2,67830,8286.526361000,20,5e51652cee44f602a888ae872785cd12,game,,,
ddpkg/stream34-skillaugmentunlock-emblemstone-gg-augment-marked.pcapng,3,68603,8345.455953000,23,3be4d55ce73a18f7624f7d51f02766d2,game,,,
ddpkg/stream34-skillaugmentunlock-emblemstone-gg-augment-marked.pcapng,4,250,19.395463000,4,06acc340be36f351f6f173ab6ade99ba,game,,,
ddpkg/stream34-skillaugmentunlock-emblemstone-gg-augment-marked.pcapng,5,974,87.192156000,8,d60f280d63201d57e606b9798682722d,game,,,
ddpkg/stream35-marked.pcapng,0,22,2.881481000,1,80ffa45082e6a880d4ffc81bff86fef3,login,,,
ddpkg/stream35-marked.pcapng,1,828,64.243579000,5,332d381685d12d03a9a5fa0fa0badb21,login,,,
ddpkg/stream35-marked.pcapng,2,2222,226.988425000,9,52c91cc2bc02f195e052c09f927dd6bc,login,,,
ddpkg/stream35-marked.pcapng,0,2332,234.875461000,10,b4aa02893053a3f2b4f43011ec0377e1,game-select,,,
ddpkg/stream35-marked.pcapng,1,132,12.875299000,2,42bcc199a65444a8db30f87b382aeb70,game-select,,,
ddpkg/stream35-marked.pcapng,2,935,71.851471000,6,c388c0a1a36fdbe32dcbeb62c83ee09c,game-select,,,
ddpkg/stream35-marked.pcapng,0,2442,242.117776000,11,c7185df6fac537f1c55ae6bf0a90c147,game,,,
ddpkg/stream35-marked.pcapng,1,246,20.909929000,3,0be8c4861d2454b04b6668eb2c008802,game,,,
ddpkg/stream35-marked.pcapng,2,1047,79.986120000,7,b30c4180479a2c02950533ca517b8960,game,,,
ddpkg/stream36-emblemstone-marked.pcapng,0,22,2.815109000,1,54cc9177979566307fac3b6def7eb65d,login,,,
ddpkg/stream36-emblemstone-marked.pcapng,1,17927,2232.034204000,10,fb255600b82cc578bcdb2d86f6915b19,login,,,
ddpkg/stream36-emblemstone-marked.pcapng,2,18639,2290.323567000,13,a2833f32ab7021e9c4f909ad33a2e657,login,,,
ddpkg/stream36-emblemstone-marked.pcapng,3,705,61.401595000,4,7c367933d16ce10a7fd72edaba94456f,login,,,
ddpkg/stream36-emblemstone-marked.pcapng,4,2104,249.421002000,7,b112fb7decdbcbd8ce63fc11feef4e30,login,,,
ddpkg/stream36-emblemstone-marked.pcapng,0,18037,2239.127975000,11,3fe748e3752d7f85ef37313f6ab4725e,game-select,,,
ddpkg/stream36-emblemstone-marked.pcapng,1,18747,2298.913224000,14,237f69b1371aac0a21f3df43fb006281,game-select,,,
ddpkg/stream36-emblemstone-marked.pcapng,2,130,12.108553000,2,698fa423513ca5ed34200e5d343d07c7,game-select,,,
ddpkg/stream36-emblemstone-marked.pcapng,3,812,70.086183000,5,cdf54bbd696177cc7676e6a860677faa,game-select,,,
ddpkg/stream36-emblemstone-marked.pcapng,4,2212,257.798403000,8,56519720d35e9e9058074617a214e1b4,game-select,,,
ddpkg/stream36-emblemstone-marked.pcapng,0,18147,2246.693276000,12,370e11ccc1691541f43c4a78a42ea8de,game,,,
ddpkg/stream36-emblemstone-marked.pcapng,1,18858,2307.480626000,15,efcc475bcdf7642e211a8e603b3a34e9,game,,,
ddpkg/stream36-emblemstone-marked.pcapng,2,240,20.049400000,3,5a3cd74019591ce02f70d4f3f6be189a,game,,,
ddpkg/stream36-emblemstone-marked.pcapng,3,924,79.012977000,6,e7286db9f5c09c73f04f01a45b861160,game,,,
ddpkg/stream36-emblemstone-marked.pcapng,4,2321,264.825734000,9,576eb998a5a7da8031d298d47a69abd6,game,,,
ddpkg/stream37-marked.pcapng,0,22,2.364860000,1,3842c64ae88974acb17639867761186d,login,,,
ddpkg/stream37-marked.pcapng,1,9961,137.360726000,11,14470a74977efb81ef383dcdb3fb3f3e,login,4052,265,AWtQs3H6t_PCE6oyXjqIZNwGdbuZv1sP
ddpkg/stream37-marked.pcapng,2,10808,214.627238000,15,40d3230c92cec2565b1162140e087a5d,login,,,
ddpkg/stream37-marked.pcapng,3,79509,7758.480799000,19,5b39bfb922f8ba7edb205188fd2bd018,login,,,
ddpkg/stream37-marked.pcapng,4,80216,7819.138704000,22,a6293f57e8e788564fb724b0864c1e43,login,,,
ddpkg/stream37-marked.pcapng,0,10069,146.973271000,12,67dfcce44105716fbafee87d093a8fd3,game-select,4052,1672,v1z-RvDIK3_-MuEES9qeDtbbWdbzTjr-
ddpkg/stream37-marked.pcapng,1,10919,227.196192000,16,42a5015da26d36b89bf46594e03fd657,game-select,,,
ddpkg/stream37-marked.pcapng,2,79617,7768.051439000,20,e807e7ccf36d71750483633a2cd131bb,game-select,,,
ddpkg/stream37-marked.pcapng,3,80325,7827.038040000,23,2cb9e5784954592d14e9bb4af24779c8,game-select,,,
ddpkg/stream37-marked.pcapng,0,10182,160.223800000,13,0df954183ef1ec289b0bdb607c67b9e3,game,4052,2070,J5ZivYLeLcEq9wn0zKXXxan7xQt5n6up
ddpkg/stream37-marked.pcapng,1,11029,234.477425000,17,eba5bd1919340ffb26b5daa3f2503485,game,,,
ddpkg/stream37-marked.pcapng,2,79726,7775.867030000,21,9b512c713926b867fb12b0fe22052586,game,,,
ddpkg/stream37-marked.pcapng,3,80436,7835.637571000,24,538fe374e73e7603465a599b66d82935,game,,,
ddpkg/stream38-marked.pcapng,0,2601,337.883534000,10,78ed80074ca0252d713aa92ffa227db5,login,,,
ddpkg/stream38-marked.pcapng,1,23112,2376.517375000,14,c23ce06c5502077b08a86fd5ed13b755,login,,,
ddpkg/stream38-marked.pcapng,2,24058,2456.311120000,18,7b2346ccf2d653e3d4917a57b47a6267,login,,,
ddpkg/stream38-marked.pcapng,3,31,3.942640000,2,e7d971752d3c8bf82ab5f5bf56264a04,login,,,
ddpkg/stream38-marked.pcapng,4,1036,123.115069000,6,af92e51b1575c483faee6a5a6f73cd73,login,,,
ddpkg/stream38-marked.pcapng,0,2708,345.931195000,11,295a7d00fe2c8d02b4d83b6e5ae38319,game-select,,,
ddpkg/stream38-marked.pcapng,1,23219,2385.966287000,15,d4f8a9133ee7cf6db108da1e9d8d1ac8,game-select,,,
ddpkg/stream38-marked.pcapng,2,24166,2463.973431000,19,864bf15ca40b4aa9b0f8c19bbb24ef59,game-select,,,
ddpkg/stream38-marked.pcapng,3,145,27.880513000,3,14d284f994416d9d2814ff91a8473d79,game-select,,,
ddpkg/stream38-marked.pcapng,4,1144,132.440105000,7,b9f0dc8daa0066eb844a8ac9f0bd0f59,game-select,,,
ddpkg/stream38-marked.pcapng,0,2819,353.630354000,12,844fd4810eb5936e7ae94febd60b205b,game,,,
ddpkg/stream38-marked.pcapng,1,23329,2393.796134000,16,7d03ad28a17e7953452de9dd796ced53,game,,,
ddpkg/stream38-marked.pcapng,2,24278,2472.440150000,20,0ea6c500174829692a661044b1920205,game,,,
ddpkg/stream38-marked.pcapng,3,256,34.747200000,4,d728deb1748fbfa45139aa4aee626044,game,,,
ddpkg/stream38-marked.pcapng,4,1256,141.473020000,8,59b869c4ed1a06c791b01b9b917d9532,game,,,
ddpkg/stream39-ggexpeditionstart-pawnconversation++-marked.pcapng,0,22,3.273450000,1,26857ea7e6f6d9bad3cce4d4da6acfbd,login,,,
ddpkg/stream39-ggexpeditionstart-pawnconversation++-marked.pcapng,1,32601,3732.522348000,13,1b5d635962da0b5334f760a8f6346879,login,,,
ddpkg/stream39-ggexpeditionstart-pawnconversation++-marked.pcapng,2,34565,4002.094636000,17,c18a93827558fdc1185fcd2daaea26e6,login,,,
ddpkg/stream39-ggexpeditionstart-pawnconversation++-marked.pcapng,3,35269,4060.887391000,20,5466be48c59af7606959e08c019d038d,login,,,
ddpkg/stream39-ggexpeditionstart-pawnconversation++-marked.pcapng,4,720,69.695945000,5,8cfcacbfcef26f020b009bc12472a7f1,login,,,
ddpkg/stream39-ggexpeditionstart-pawnconversation++-marked.pcapng,5,1768,197.462616000,9,3fbf0c51bbd0a39c166301094b5db3aa,login,,,
ddpkg/stream39-ggexpeditionstart-pawnconversation++-marked.pcapng,0,1875,206.638890000,10,924bad9898cd930ab7de0114da892940,game-select,,,
ddpkg/stream39-ggexpeditionstart-pawnconversation++-marked.pcapng,1,32711,3742.696411000,14,982a110259de3f12c4f8d8311a164cc4,game-select,,,
ddpkg/stream39-ggexpeditionstart-pawnconversation++-marked.pcapng,2,34678,4012.721111000,18,2333b92cf31c6b29c1ae33218a6ec429,game-select,,,
ddpkg/stream39-ggexpeditionstart-pawnconversation++-marked.pcapng,3,133,15.625488000,2,3739ef2944ab4f4958872b7ea8de0a1d,game-select,,,
ddpkg/stream39-ggexpeditionstart-pawnconversation++-marked.pcapng,4,35376,4069.876417000,21,12c24a5cf5fc14355716203ca1111f3f,game-select,,,
ddpkg/stream39-ggexpeditionstart-pawnconversation++-marked.pcapng,5,830,79.620908000,6,9d9b856da3dfd14ef8ee37cca1eee066,game-select,,,
ddpkg/stream39-ggexpeditionstart-pawnconversation++-marked.pcapng,0,1984,213.772800000,11,3b0320d2d30156df166db16a1c10a904,game,,,
ddpkg/stream39-ggexpeditionstart-pawnconversation++-marked.pcapng,1,32825,3750.464701000,15,63d4eb292d84a71cf1c37b810f0df533,game,,,
ddpkg/stream39-ggexpeditionstart-pawnconversation++-marked.pcapng,2,34788,4019.960466000,19,865f94929f1f7f0e6cedf442e3f3da96,game,,,
ddpkg/stream39-ggexpeditionstart-pawnconversation++-marked.pcapng,3,35487,4077.101318000,22,c8ccc6c89a722e8661cdbac1f51b5da0,game,,,
ddpkg/stream39-ggexpeditionstart-pawnconversation++-marked.pcapng,4,243,25.646772000,3,6ce09a7028d423e98c5abb28945838da,game,,,
ddpkg/stream39-ggexpeditionstart-pawnconversation++-marked.pcapng,5,943,87.889872000,7,930b8084130e7a0877be08c7f582254d,game,,,
ddpkg/stream4-friendinvites-mail-revival-marked.pcapng,0,14167,81.566123000,45,b21b1b5adb968f40a5afb7b53517e142,login,2457,235,RhcgaJnJJvyF7BsXzAXA0fLI3ZCrIPqy
ddpkg/stream4-friendinvites-mail-revival-marked.pcapng,1,15435,248.005552000,53,18401f9bc6939953a01b93f9a2e47feb,login,,,
ddpkg/stream4-friendinvites-mail-revival-marked.pcapng,0,14274,90.343412000,46,a417b8018595d1cbc8313c909d22d4eb,game-select,2457,1528,AOxyhrjA4HMhJvjAlSYdzhB_S51cOcHz
ddpkg/stream4-friendinvites-mail-revival-marked.pcapng,1,15546,268.342339000,54,4175a41550ff2d47d9b1eb318875b87f,game-select,,,
ddpkg/stream4-friendinvites-mail-revival-marked.pcapng,0,14364,98.098484000,47,6eee691e1333d8b2ace53ab0150b4298,game,2457,1862,m6vF1Oz09ZPH4uJTC10y6cntTX8aThcs
ddpkg/stream4-friendinvites-mail-revival-marked.pcapng,1,15641,277.211328000,55,c046b1b770b7cccd6bc7f65812b0fca9,game,,,
ddpkg/stream40-ggexpeditionend-EM-marked.pcapng,0,22,3.398366000,1,4bd3d3b9150ca6251326e6e5d664a9fe,login,,,
ddpkg/stream40-ggexpeditionend-EM-marked.pcapng,1,68914,8302.492903000,13,464c5048196e2415bf91d2922f0cb718,login,,,
ddpkg/stream40-ggexpeditionend-EM-marked.pcapng,2,69636,8356.139950000,16,dc9c8a021df07d6acd387c8dc39ebb75,login,,,
ddpkg/stream40-ggexpeditionend-EM-marked.pcapng,3,82111,9581.185661000,20,b4840da6a58410f4d0df8efe676232fb,login,,,
ddpkg/stream40-ggexpeditionend-EM-marked.pcapng,4,754,80.293293000,5,0710a10b3d7bb85b67605195992d76bb,login,,,
ddpkg/stream40-ggexpeditionend-EM-marked.pcapng,5,3289,430.468984000,9,e6455df5f4523987dd936da4d6a98c03,login,,,
ddpkg/stream40-ggexpeditionend-EM-marked.pcapng,0,3397,438.286594000,10,3e1c5bb105a67ee7a8548ae286b49a94,game-select,,,
ddpkg/stream40-ggexpeditionend-EM-marked.pcapng,1,69023,8309.664774000,14,4d12f2d932593717c365fbdbb520c0e3,game-select,,,
ddpkg/stream40-ggexpeditionend-EM-marked.pcapng,2,69744,8363.806456000,17,23c81c98b0413cd4e173a7a0f6c58777,game-select,,,
ddpkg/stream40-ggexpeditionend-EM-marked.pcapng,3,134,22.434633000,2,35364270b4c04890e6a4e9b9fab2d172,game-select,,,
ddpkg/stream40-ggexpeditionend-EM-marked.pcapng,4,82219,9588.519528000,21,5561ff8988886b9b0fbfae144943db73,game-select,,,
ddpkg/stream40-ggexpeditionend-EM-marked.pcapng,5,864,87.185382000,6,915234172607de7dd47737014fd8e4fa,game-select,,,
ddpkg/stream40-ggexpeditionend-EM-marked.pcapng,0,3507,445.352519000,11,f3c5125e02e4b7689db34e43594cc566,game,,,
ddpkg/stream40-ggexpeditionend-EM-marked.pcapng,1,69133,8317.096110000,15,e14531aec6ea0c650a8fc63d6f0d65a9,game,,,
ddpkg/stream40-ggexpeditionend-EM-marked.pcapng,2,69856,8374.328506000,18,167afbe9d095b8a13e972760a26bec18,game,,,
ddpkg/stream40-ggexpeditionend-EM-marked.pcapng,3,82329,9596.018064000,22,45221ce115ec29cb9bf1e4f7b442df62,game,,,
ddpkg/stream40-ggexpeditionend-EM-marked.pcapng,4,245,30.174533000,3,ea080dc304e09ad0ce99f9e9a463f69e,game,,,
ddpkg/stream40-ggexpeditionend-EM-marked.pcapng,5,975,96.085031000,7,0d5d3224d14c03dd2cd7fc6d03fdd985,game,,,
ddpkg/stream41-wildhunt-royalcook-marked.pcapng,0,22,2.602993000,1,78a0ddf3c41cff4bee319d51c86629f7,login,,,
ddpkg/stream41-wildhunt-royalcook-marked.pcapng,1,9965,128.304284000,11,3edfa0b7315ce6b0a36feef98532340c,login,4272,299,LTVPyEsaIx5zIp-0bUx9540wnnejpKZc
ddpkg/stream41-wildhunt-royalcook-marked.pcapng,2,10757,208.020861000,15,11fb182b86ca65d4a9887b7f04302372,login,,,
ddpkg/stream41-wildhunt-royalcook-marked.pcapng,3,12209,395.180423000,19,ce8b4939ce9119c6578d95c6cad28b85,login,,,
ddpkg/stream41-wildhunt-royalcook-marked.pcapng,4,78133,6599.377779000,23,d4288df24c6076d57086ea875e3e2ce2,login,,,
ddpkg/stream41-wildhunt-royalcook-marked.pcapng,5,78914,6661.418003000,27,c949d8f534e387f8a728a424d1486fb0,login,,,
ddpkg/stream41-wildhunt-royalcook-marked.pcapng,0,10075,142.291558000,12,8f9e55385dac87f768b13daf31297414,game-select,4272,1762,hP98MS_FDY0RQ3BqrgDcQijP2OYJo_0y
ddpkg/stream41-wildhunt-royalcook-marked.pcapng,1,10863,216.774791000,16,4a56473dfab43055cbc1ab1e938eb8f1,game-select,,,
ddpkg/stream41-wildhunt-royalcook-marked.pcapng,2,12318,403.771239000,20,f3faf97fa6c6fa26259d483f9e9725ac,game-select,,,
ddpkg/stream41-wildhunt-royalcook-marked.pcapng,3,78242,6607.594276000,24,3df54c79b790d86431666876ab3906ab,game-select,,,
ddpkg/stream41-wildhunt-royalcook-marked.pcapng,4,79026,6681.749399000,28,96b4adc1f00c8676a2d4f5f05c22279f,game-select,,,
ddpkg/stream41-wildhunt-royalcook-marked.pcapng,0,10185,149.693496000,13,aaee96dda61bb6122ff7ecbbc6873f01,game,4272,2086,fB05FH22g8V60LIoac4WhJXnRCgqNQ4w
ddpkg/stream41-wildhunt-royalcook-marked.pcapng,1,10975,226.199345000,17,1f922f19a5ac24c8adcadab1320a493f,game,,,
ddpkg/stream41-wildhunt-royalcook-marked.pcapng,2,12429,411.516479000,21,b9064658a2af6061f2b968f0acf9f6ab,game,,,
ddpkg/stream41-wildhunt-royalcook-marked.pcapng,3,78351,6614.729460000,25,a0c4a4acecccf6f4d75d3deb735f92b1,game,,,
ddpkg/stream41-wildhunt-royalcook-marked.pcapng,4,79141,6690.181495000,29,be1dd5348415d68167fa4fbb625d19bc,game,,,
ddpkg/stream42-marked.pcapng,0,31,4.115410000,2,70b137ad877e8d122ff11d946e7e9331,login,,,
ddpkg/stream42-marked.pcapng,1,715,59.602909000,5,1242b5a95fa0f714bf9f45ff8e27ec00,login,,,
ddpkg/stream42-marked.pcapng,2,2123,243.614872000,9,a225f2263149f6dadd1b8e715d2b2a17,login,,,
ddpkg/stream42-marked.pcapng,0,2229,251.682674000,10,b8e853a7942f6164888bb2e290692a1a,game-select,,,
ddpkg/stream42-marked.pcapng,1,139,12.456748000,3,425658e3fd82deb933f31b012501fbbd,game-select,,,
ddpkg/stream42-marked.pcapng,2,828,81.065084000,6,bd26b03c31dc20f03c4185a17e45a2e1,game-select,,,
ddpkg/stream42-marked.pcapng,0,2339,258.948446000,11,4e85bf5cd89d9023a5b51f1397eb82e0,game,,,
ddpkg/stream42-marked.pcapng,1,250,19.657100000,4,27642193698c83e560f0aabe65dc320d,game,,,
ddpkg/stream42-marked.pcapng,2,939,90.301009000,7,295925d51866d5ae618b7931ff63c376,game,,,
ddpkg/stream43-marked.pcapng,0,10856,191.869384000,13,7054f871ea551118d5de0c1aeafcbe93,login,,,
ddpkg/stream43-marked.pcapng,1,15176,751.219971000,17,be99e00ad3703a39c53d2a64a8d83ac0,login,,,
ddpkg/stream43-marked.pcapng,2,67938,5522.616002000,21,2c75fb7576e941bbcaacc0214e730f73,login,,,
ddpkg/stream43-marked.pcapng,3,68710,5580.478205000,24,25bf15253a31e0e3a6db039fbc9e0b1b,login,,,
ddpkg/stream43-marked.pcapng,4,10038,129.992405000,9,132c124ebc6ff5d769d885d2712c07cd,login,5007,1312,yNSv3z9w7pOejKlvSQTBjTq1yyqVGa0B
ddpkg/stream43-marked.pcapng,0,10150,143.434664000,10,3db2d8ff7952d42eedfd2c00cd9eb7b2,game-select,5007,2768,E4Fz_ZoPvEEPo3MC8ianFbb0SXpEgMcV
ddpkg/stream43-marked.pcapng,1,10963,200.367334000,14,d7da8a5a6b83463d5d8cf783ef1acc92,game-select,,,
ddpkg/stream43-marked.pcapng,2,15285,761.421778000,18,aa12d0c4787c7e4c7352498f7f83aa90,game-select,,,
ddpkg/stream43-marked.pcapng,3,68046,5531.478907000,22,28ba1a9090aa703f02b78fd1f117d7b7,game-select,,,
ddpkg/stream43-marked.pcapng,4,68817,5588.502831000,25,fd28d9f73817a5f431f2b7fc2a43db33,game-select,,,
